package_name,review,date,star,Clusters
com.google.android.apps.authenticator2,I lost my phone and the number.. now I can't open my Gmail anymore!! Please do something. I tried to recover my Gmail  but the Google is not doing anything!,January 24 2017,1,0
com.google.android.apps.authenticator2,Best,May 10 2016,5,0
com.google.android.apps.authenticator2,Used to love it... But with the update  there's no longer a dark theme so I'm switching to Authy.,January 05 2016,1,0
com.google.android.apps.authenticator2,Protest no dark theme cancelled Google Play Family Music I'm tired of no dark theme . I just cancelled my Google Play Music Family plan out of protest. Switching to Yubico Authenticator - it's dark themed by design.,May 17 2016,1,0
com.google.android.apps.authenticator2,Secure my droid It is a really app.,June 01 2016,4,0
com.google.android.apps.authenticator2,Secure and Awesome! Moreover it's free.,May 09 2016,5,0
com.google.android.apps.authenticator2,Wow love it more safety,November 30 2016,5,0
com.google.android.apps.authenticator2,One too many have all still not able to get in,March 17 2017,1,0
com.google.android.apps.authenticator2,Authenticator Awesome,April 27 2016,5,0
com.google.android.apps.authenticator2,Quick. Easy. Error free.,January 21 2016,5,0
com.google.android.apps.authenticator2,Ok,August 21 2016,5,0
com.google.android.apps.authenticator2,Pupme I don't know how,January 12 2016,5,0
com.google.android.apps.authenticator2,Utility losing its utility appearance Update now has smaller text and more white space. Thanks?,September 27 2016,3,0
com.google.android.apps.authenticator2,Codes never work.,January 14 2017,1,0
com.google.android.apps.authenticator2,Rarely used  but never failed.,September 26 2016,4,0
com.google.android.apps.authenticator2,Does not install. Gags and tells me to go to my PC. My PC tells me look at my phone. I know how to install an app. Just...wrong.,January 06 2016,1,0
com.google.android.apps.authenticator2,Like the dark theme but... the huge blank spaces courtesy material design are just annoying. Timer also had been made way too small.,September 26 2016,4,0
com.google.android.apps.authenticator2,love it,February 06 2016,5,0
com.google.android.apps.authenticator2,"Please allow me to fit more than 4 numbers on my 5"""""""""""""""""""""""""""""""" screen!""""",September 29 2016,3,0
com.google.android.apps.authenticator2,Barcode scanner is FAIL Couldn't ever managed to scan barcode from my laptop,October 04 2016,2,0
com.google.android.apps.authenticator2,I wish more sites and services would support 2 step authentication with this app. A widget would be cool.,June 29 2016,5,0
com.google.android.apps.authenticator2,Wtf This dosen't even work  It ask for the code and it keeps saying it invalid. Thanks to google I can't play Fifa anymore or use anything my email ajd been subcribed to.,January 29 2016,1,0
com.google.android.apps.authenticator2,There is not enough information to help me authenticate my account,December 20 2016,1,0
com.google.android.apps.authenticator2,Says code is wrong I set everything up. But when I reached the last step of entering the code generated by the app  it refused the code over and over again.,November 23 2016,1,0
com.google.android.apps.authenticator2,Good and simple tool,February 09 2016,5,0
com.google.android.apps.authenticator2,Finally a Barcode scanner built in,September 26 2016,5,0
com.google.android.apps.authenticator2,Sorry OTPs,September 24 2016,5,0
com.google.android.apps.authenticator2,Good,October 04 2016,5,0
com.google.android.apps.authenticator2,Awful new GUI  too much wasted space  no one click copy Nice to add dark GUI  but could optimize the space a lot more!! now I need to scroll while before never. The other worsening several versions before was removing one clic to copy the code… much faster than have to do a long press… why not add the fast press copy which is what you do 99.99% of the times… keep the long press menu  but add the fast click action!,October 02 2016,1,0
com.google.android.apps.authenticator2,It's OK  could be better Needs one touch approval,October 19 2016,4,0
com.google.android.apps.authenticator2,Needed it,February 18 2017,3,0
com.google.android.apps.authenticator2,Good but.....,February 23 2017,5,0
com.google.android.apps.authenticator2,Works perfectly Never had any issues. Start it and read the code  exaclty what I want.,September 12 2016,5,0
com.google.android.apps.authenticator2,Authentic Perfection,November 25 2016,5,0
com.google.android.apps.authenticator2,Great  but still no widget....,September 01 2016,4,0
com.google.android.apps.authenticator2,me need dark theme,May 12 2016,3,0
com.google.android.apps.authenticator2,Google Good,October 08 2016,1,0
com.google.android.apps.authenticator2,H3H3 saved me. I wanna make sure I stay safe and not get hacked  because this is a big thing today.,July 11 2016,5,0
com.google.android.apps.authenticator2,No save data feature.. I can't log in to my account  i've lost my 2FA data in apps in my phone..,March 15 2017,2,0
com.google.android.apps.authenticator2,Need help I cant sign in from other devices because this app doesnt work like it used to be. I dont know why. It used to show the code right away when I open it but now it requires me to sign in with the code. if anyone experience the same problem please help. Thank you.,February 09 2016,3,0
com.google.android.apps.authenticator2,so goods,April 29 2017,5,0
com.google.android.apps.authenticator2,NICE....,June 08 2016,5,0
com.google.android.apps.authenticator2,Useless It is totally useless. Makes my productivity drop.,June 22 2016,1,0
com.google.android.apps.authenticator2,Requires installation of another app that is NOT an Editor's Choice and is NOT a top developer. The qr code reader app that you must also install requires permissions to view your Contacts?! There are other qr code readers that only need the camera  but they don't work with Google Authenticator. Google needs to build in a QR code reader or use something else more reputable. The point of 2-step verification is increased security  but I feel I'm becoming less secure by installing the other app.,July 12 2016,2,0
com.google.android.apps.authenticator2,Wonderful***** but flawed* I will edit this after a solution for me is found. I was using this service for about a year now. Decided to let my wife test drive my device so did factory reset thinking a restore later would be Google easy. Now all sensitive accounts that had 2 step ask me for the code which I don't have anymore. Restoring with my ID should have restored my authentication connections.,April 05 2016,1,0
com.google.android.apps.authenticator2,Just try Sempoi,September 03 2016,3,0
com.google.android.apps.authenticator2,A good step forward My only gripe is that a lot of companies don't take advantage of it that should.,September 26 2016,5,0
com.google.android.apps.authenticator2,WIPED ALL MY ACCOUNTS Are you KIDDING me? I open the app to get an auth code only to see that THEY'RE ALL GONE. PLEASE do not use this app if you don't have to. Use another one if you must!! Very dissapointed and mad.,June 12 2016,1,0
com.google.android.apps.authenticator2,Haven't had an issue yet with this thankfully,February 29 2016,5,0
com.google.android.apps.authenticator2,Good App but. .. When I add an account  why do you continue to label that account by the website and the logon ID  and not by a different name that I could choose and understand? If my phone gets stolen and hacked into  you just handed them 3 out of the 4 pieces of information they need to hack into the account I put into Google Authenticator. If I could choose the name for that account  then they would only know 1 out of 4  the Google Authenticator #  which is useless by itself. Please allow us to choose our own names!,July 29 2016,4,0
com.google.android.apps.authenticator2,Ulysses and Know that the new York NY on Wed Mar Apr may contain information in a few days and then I am so that is not the other day and then you can be a few weeks ago but the new York NY and I can,December 06 2016,5,0
com.google.android.apps.authenticator2,Good,February 02 2017,5,0
com.google.android.apps.authenticator2,Bring back the dark theme! How hard can it be to reimplement the dark theme? Come on Google  wake up.,May 30 2016,2,0
com.google.android.apps.authenticator2,Can't scan with Moto G Sounds like a great app  but it tells me that I have a camera error when trying to scan a QR code with my Republic Moto G (Lollipop).,August 02 2016,1,0
com.google.android.apps.authenticator2,Good No backup option.,January 13 2017,3,0
com.google.android.apps.authenticator2,Awla lolz,December 08 2016,5,0
com.google.android.apps.authenticator2,Pretty good application,April 10 2016,5,0
com.google.android.apps.authenticator2,Why? Why do i have this? I dont want this on my accounts! I didnt give permission to add all kinds of number passwords to my google information.,November 28 2016,1,0
com.google.android.apps.authenticator2,Google Autenticator 05/03/2016,March 04 2016,5,0
com.google.android.apps.authenticator2,"Has major flaw """"""""""""""""""""""""""""""""Barcode scanner is not available now"""""""""""""""""""""""""""""""" so I can't use it""""",September 29 2016,1,0
com.google.android.apps.authenticator2,Clash of clan Game,January 10 2016,5,0
com.google.android.apps.authenticator2,Accounts are gone All my accounts seem to have disappeared with this last update.,May 10 2016,1,0
com.google.android.apps.authenticator2,Google Authentication,January 02 2017,5,0
com.google.android.apps.authenticator2,Best TOTP on Android UI could use some tweaking  but dark theme helps! Works fine  otherwise.,September 27 2016,5,0
com.google.android.apps.authenticator2,Use When i tap the sync now then i saw that there was a problem check the network setting.. I want my account some one hack my account please google authenticator give my account,June 10 2016,2,0
com.google.android.apps.authenticator2,Works great,January 13 2016,5,0
com.google.android.apps.authenticator2,Awsome,February 06 2017,5,0
com.google.android.apps.authenticator2,Ok Very good,February 10 2016,3,0
com.google.android.apps.authenticator2,Good Good,December 27 2016,5,0
com.google.android.apps.authenticator2,It is the time to update the UI,September 29 2016,5,0
com.google.android.apps.authenticator2,Good,December 28 2016,5,0
com.google.android.apps.authenticator2,I cant get it to work it ask for a kep for certain apps that i dont even have Bad,December 18 2016,2,0
com.google.android.apps.authenticator2,Update this thing! Please update the GUI soon. Also  implement use of camera for scanning barcode. We shouldn't have to download an extra app for this  especially not a non-Google developed app...,May 09 2016,5,0
com.google.android.apps.authenticator2,Myself,January 23 2017,5,0
com.google.android.apps.authenticator2,Easy to use Loved it,January 05 2017,5,0
com.google.android.apps.authenticator2,As a new user with a Edge7 and fingerprint recognition it should be a breeze to setup. Where the hell am i supposed to get an access number or ir scanner picture from just to set it up? Makes no sense and you can't even use your google account to sign in on it.... dumb  really dumb.....,March 25 2017,1,0
com.google.android.apps.authenticator2,Cannot open - crashes immediately,November 06 2016,1,0
com.google.android.apps.authenticator2,Oh nooooo,May 04 2016,5,0
com.google.android.apps.authenticator2,Great app but with fatal flaw... No backup or sync. Can only be use on a single device and no way to recover codes without resetting all your 2FA accounts. Take a look at Authenticator Plus instead.,May 29 2016,3,0
com.google.android.apps.authenticator2,no bqckup I reset my phone and now I lost my all codes... when I logged back the codes should arrived automatically in my phone...,August 26 2016,1,0
com.google.android.apps.authenticator2,N 6p Tried it a couple times in airplane mode and the codes don't work,January 12 2016,1,0
com.google.android.apps.authenticator2,if u add to many accounts for authentıcatıon for may app and sites.and ıf your phone crush and got no turn back and any chances to get another devices and for authenticator and there is no come back.You are cursed.,December 20 2016,1,0
com.google.android.apps.authenticator2,This is great security for your Google account,June 23 2016,4,0
com.google.android.apps.authenticator2,Too basic. Much appreciated if it could generate backup codes.,July 06 2016,5,0
com.google.android.apps.authenticator2,Deveria ter um backup das contas associadas... Um wipe nos dados do aplicativo por 'acidente' e você se ferra...,January 04 2016,2,0
com.google.android.apps.authenticator2,krbgumcygbdhmzls,April 09 2017,1,0
com.google.android.apps.authenticator2,Best secoty sistam Goood,November 13 2016,5,0
com.google.android.apps.authenticator2,Best security way of this app,March 05 2016,5,0
com.google.android.apps.authenticator2,Need a dark theme for android wear app,January 06 2017,2,0
com.google.android.apps.authenticator2,Barcode Scanner is not available I'm using a note 5 and I just got the latest version of the app. When I tried using it for the first time  I got the message that Barcode Scanner is not available but I already have that app installed on my phone.,December 10 2016,1,0
com.google.android.apps.authenticator2,Google Authenticator Its Safe To Use And Protect Your Passwords,November 10 2016,4,0
com.google.android.apps.authenticator2,"Updated UI has too much """"""""""""""""""""""""""""""""whitespace"""""""""""""""""""""""""""""""" now. Have to scroll down to see addition entries where previous I did not have to.""""",September 23 2016,3,0
com.google.android.apps.authenticator2,Good app. Serves it's purpose of providing mfa. Codes are a nice fast 30 seconds ad apposed to 60 sec... my only gripe is when the code is nearing expiration it does not turn red. It does on all my peers iphones.. but not on my droid.,March 31 2017,3,0
com.google.android.apps.authenticator2,Works,June 03 2016,5,0
com.google.android.apps.authenticator2,Hacked game My game was hacked and he activeted 2 step verification without using my email verification and cut my out of my game even wenn I had access to my email and I change the password. So now I need to use it.,November 19 2016,2,0
com.google.android.apps.authenticator2,App Good,March 19 2016,4,0
com.google.android.apps.authenticator2,Wow Wow,May 02 2016,5,0
com.google.android.apps.authenticator2,Help! I had it on my old phone and now it won't let me switch my athenticator accounts to my new phone...so I have to use my old phone to get my codes,November 19 2016,1,0
com.google.android.apps.authenticator2,I wish this had push notifications. Otherwise  works well.,March 07 2016,3,0
com.google.android.apps.authenticator2,Install this and improve the security of your accounts today!,February 19 2016,5,0
com.google.android.apps.authenticator2,Works,October 06 2016,5,0
com.google.android.apps.authenticator2,GALAXYBACON2 N5 II Nice  love Google products  ect. Two Thumb's Up. ;-) :-),March 06 2016,5,0
com.google.android.apps.authenticator2,Very helpful.,September 26 2016,5,0
com.google.android.apps.authenticator2,Lucky for me Muy bien,January 25 2016,5,0
com.google.android.apps.authenticator2,good,March 10 2017,5,0
com.google.android.apps.authenticator2,Jimmy. Ray Tool mant,May 20 2016,5,0
com.google.android.apps.authenticator2,Works so far.,January 31 2016,5,0
com.google.android.apps.authenticator2,Works It works. Nexus 6P.,February 01 2016,4,0
com.google.android.apps.authenticator2,Good,December 31 2015,5,0
com.google.android.apps.authenticator2,Not connecting to Google,January 23 2017,1,0
com.google.android.apps.authenticator2,Cool but need a webapp as well,December 28 2015,5,0
com.google.android.apps.authenticator2,it says installed when it actually hasn't installed !!!,March 04 2016,1,0
